repay_ratio,redeem_ratio,times_redeemed,liquidation_count,times_deposit,times_repayed
-0.13501209887736026,-0.01737818982694557,-0.2825247784849569,-0.10303780964385102,-0.3313844687730014,-0.2685533126764642
-0.13501209887736026,-0.01737818982694557,-0.2825247784849569,-0.10303780964385102,-0.3313844687730014,-0.2685533126764642
-0.13501209887736026,-0.01737818982694557,-0.2825247784849569,-0.10303780964385102,-0.2980878339434403,-0.2685533126764642
-0.13501209887736026,-0.017378190123937362,-0.2825247784849569,-0.10303780964385102,-0.36468110360256245,-0.2685533126764642
-0.13501209887736026,-0.017378190123937362,-0.2825247784849569,-0.10303780964385102,-0.36468110360256245,-0.2685533126764642
-0.13501209887736026,-0.017378190123937362,-0.2825247784849569,-0.10303780964385102,-0.36468110360256245,-0.2685533126764642
-0.13501209887736026,-0.017378190123937362,-0.2825247784849569,-0.10303780964385102,-0.36468110360256245,-0.2685533126764642
-0.13501209887736026,-0.017378190123937362,-0.2825247784849569,-0.10303780964385102,-0.36468110360256245,-0.2685533126764642
-0.13501209887736026,-0.017378190123937362,-0.2825247784849569,-0.10303780964385102,-0.36468110360256245,-0.2685533126764642
-0.1350120988754271,-0.017378189703037186,9.512208001013606,-0.10303780964385102,7.95947760378771,0.029412468073766237
0.9551812117600331,-0.01737818982688116,-0.04931685516356255,-0.10303780964385102,-0.13160465979563485,0.10390391326132384
-0.13501209887736026,-0.01737818982694557,-0.2825247784849569,-0.10303780964385102,-0.09830802496607376,-0.2685533126764642
-0.13076239620913022,-0.017378189626680658,10.289567745418253,-0.10303780964385102,9.923979058731813,0.9233098103244576
-0.13501209887736026,-0.01737818982694557,-0.2825247784849569,-0.10303780964385102,-0.3313844687730014,-0.2685533126764642
-0.13501209887736026,-0.01737818982694557,-0.2825247784849569,-0.10303780964385102,-0.3313844687730014,-0.2685533126764642
0.9566132705712188,-0.017378189529506267,0.49483496591969095,-0.10303780964385102,0.5010314019660259,0.4018696940115543
0.9545409128013964,-0.017378189529906676,0.5725709403601558,-0.10303780964385102,0.03487851435217061,0.6253440295742271
-0.07380446623775773,-0.01737818982693062,4.1484257646215354,-0.10303780964385102,2.4988294917396914,3.0835617207636283
0.6296245641799707,-0.017378189611968436,3.837481866859677,-0.10303780964385102,3.198058823160474,4.424407734139665
0.954371480710061,-0.017378189826945178,-0.20478880404449212,4.199621693064702,0.0015818795226095193,-0.19406186748890658
-0.13501209887736026,-0.01737818982694557,-0.2825247784849569,-0.10303780964385102,-0.3313844687730014,-0.2685533126764642
0.6545426722658028,-0.017378189649400036,1.894082505848057,-0.10303780964385102,0.5343280367955869,3.0835617207636283
-0.13501209887736026,-0.017378189529949715,-0.20478880404449212,-0.10303780964385102,-0.3313844687730014,-0.2685533126764642
-0.13501209887736026,-0.01737818982694557,-0.2825247784849569,-0.10303780964385102,-0.3313844687730014,-0.2685533126764642
-1.2243938669395555,-0.01737818982694557,-0.20478880404449212,-0.10303780964385102,-0.2647911991138792,-0.2685533126764642
0.9558619356729192,-0.01737818979699746,-0.12705282960402733,-0.10303780964385102,-0.06501139013651266,0.25288680363643906
-0.13501209887736026,-0.01737818982694557,-0.2825247784849569,-0.10303780964385102,-0.2980878339434403,-0.2685533126764642
-0.13501209887736026,-0.01737818982694557,-0.2825247784849569,-0.10303780964385102,-0.3313844687730014,-0.2685533126764642
-0.13501209887736026,-0.01737818982694557,-0.2825247784849569,-0.10303780964385102,-0.2980878339434403,-0.2685533126764642
0.954369669184835,-0.017378189529953774,-0.20478880404449212,-0.10303780964385102,-0.3313844687730014,-0.19406186748890658
-1.2243938669395555,-0.01737818982694557,-0.20478880404449212,-0.10303780964385102,0.03487851435217061,-0.2685533126764642
-0.13501209887736026,-0.017378190123937362,-0.2825247784849569,-0.10303780964385102,-0.36468110360256245,-0.2685533126764642
-0.13501209887736026,-0.017378189529953708,-0.20478880404449212,-0.10303780964385102,-0.3313844687730014,-0.2685533126764642
0.6470615213305193,-0.017378189633295394,0.10615509371736702,-0.10303780964385102,-0.09830802496607376,0.10390391326132384
0.964975300126796,-0.01737818952823706,-0.04931685516356255,-0.10303780964385102,-0.2980878339434403,-0.19406186748890658
-1.2243938669395555,-0.01737818982694557,-0.2825247784849569,-0.10303780964385102,-0.3313844687730014,-0.2685533126764642
0.954369669184835,-0.017378189529953892,-0.12705282960402733,-0.10303780964385102,-0.2980878339434403,-0.19406186748890658
0.9544609513816649,-0.017378189529946332,-0.20478880404449212,-0.10303780964385102,-0.3313844687730014,-0.19406186748890658
-0.13501209887736026,-0.01737818982694557,-0.2825247784849569,-0.10303780964385102,-0.3313844687730014,-0.2685533126764642
-0.13501209887736026,-0.01737818982694557,-0.2825247784849569,-0.10303780964385102,-0.3313844687730014,-0.2685533126764642
-0.13501209887736026,-0.01737818982694557,-0.2825247784849569,-0.10303780964385102,-0.2980878339434403,-0.2685533126764642
-0.13501209887736026,-0.01737818982694557,-0.2825247784849569,-0.10303780964385102,-0.2980878339434403,-0.2685533126764642
-0.13501209887736026,-0.01737818982694557,-0.2825247784849569,-0.10303780964385102,-0.3313844687730014,-0.2685533126764642
0.9549298429072446,-0.01737818952971461,0.028419119276902233,-0.10303780964385102,-0.2314945642843181,-0.11957042230134897
-0.13501209857357876,-0.01737818953107702,0.26162704259829656,-0.10303780964385102,0.23465832332953715,0.10390391326132384
-1.2243938669395555,-0.01737818982694557,-0.2825247784849569,-0.10303780964385102,-0.3313844687730014,-0.2685533126764642
-0.13501209887736026,-0.017378189596308425,1.8163465314075924,-0.10303780964385102,1.266854003045931,-0.2685533126764642
0.954369669184835,-0.017378189529953774,-0.20478880404449212,-0.10303780964385102,-0.3313844687730014,-0.19406186748890658
0.8988530891644929,-0.01737818955075878,0.8057788636815502,-0.10303780964385102,0.30125159298865933,0.9978012555120152
0.9573150851402331,-0.01737818982694557,-0.2825247784849569,-0.10303780964385102,-0.2314945642843181,-0.19406186748890658
-0.13501209887736026,-0.01737818982694557,-0.2825247784849569,-0.10303780964385102,-0.3313844687730014,-0.2685533126764642
-0.13501209887736026,-0.01737818982694557,-0.2825247784849569,-0.10303780964385102,-0.3313844687730014,-0.2685533126764642
0.4870023086324605,-0.01737818982694557,-0.2825247784849569,-0.10303780964385102,-0.3313844687730014,-0.11957042230134897
-0.13501209887736026,-0.017378189679327083,-0.12705282960402733,-0.10303780964385102,-0.16490129462519593,-0.2685533126764642
0.9550698692803515,-0.01737818982694557,-0.20478880404449212,-0.10303780964385102,-0.19819792945475703,-0.11957042230134897
0.9544402922485988,-0.017378189825098356,0.028419119276902233,-0.10303780964385102,-0.09830802496607376,0.029412468073766237
-0.13501209887736026,-0.01737818982694557,-0.2825247784849569,-0.10303780964385102,-0.3313844687730014,-0.2685533126764642
-0.13501209887736026,-0.017378189529464037,-0.20478880404449212,-0.10303780964385102,-0.3313844687730014,-0.2685533126764642
0.9552560925065613,-0.01737818982694557,-0.04931685516356255,-0.10303780964385102,-0.13160465979563485,-0.04507897711379137
0.9545510343115543,-0.01737818953045469,0.8835148381220149,-0.10303780964385102,0.5010314019660259,0.6998354747617848
0.9544066741061115,-0.01737818952994171,1.0389867870029446,-0.10303780964385102,0.7008112109433924,0.9978012555120152
0.954751739991676,-0.017378189651724198,-0.04931685516356255,-0.10303780964385102,-0.2647911991138792,-0.19406186748890658
0.954369669184835,-0.017378189529953774,-0.20478880404449212,-0.10303780964385102,-0.3313844687730014,-0.19406186748890658
0.954369669184835,-0.01737818982694557,-0.2825247784849569,-0.10303780964385102,-0.2980878339434403,-0.19406186748890658
-0.13501209887736026,-0.01737818982694557,-0.2825247784849569,-0.10303780964385102,-0.2980878339434403,-0.2685533126764642
0.07151198727000957,-0.017378189826710026,0.5725709403601558,2.765401858828518,2.9982790141831077,6.659151089766393
-0.13501209887736026,-0.017378190123937362,-0.2825247784849569,-0.10303780964385102,-0.36468110360256245,-0.2685533126764642
-0.13501209887736026,-0.01737818982694557,-0.2825247784849569,-0.10303780964385102,-0.3313844687730014,-0.2685533126764642
-0.13501209887736026,-0.01737818982694557,-0.2825247784849569,-0.10303780964385102,-0.2980878339434403,-0.2685533126764642
0.9546994374896668,-0.017378189529949965,0.5725709403601558,-0.10303780964385102,-0.03171475530695157,0.4018696940115543
-1.2243938669395555,-0.017378189671146346,0.41709899147922613,-0.10303780964385102,0.26795495815909826,-0.2685533126764642
-1.2243938669395555,-0.0173781896052544,-0.12705282960402733,-0.10303780964385102,-0.03171475530695157,-0.2685533126764642
-0.13501209887736026,-0.01737818952995327,-0.20478880404449212,-0.10303780964385102,-0.3313844687730014,-0.2685533126764642
-1.2243938669395555,-0.01737818982694557,-0.2825247784849569,-0.10303780964385102,-0.3313844687730014,-0.2685533126764642
-0.13501209887736026,-0.01737818982694557,-0.2825247784849569,-0.10303780964385102,-0.3313844687730014,-0.2685533126764642
-0.13452055142261968,-0.01737818970192747,0.9612508125624797,-0.10303780964385102,0.1347684188408539,0.4763611391991119
0.954369669184835,-0.017378189529953774,-0.20478880404449212,-0.10303780964385102,-0.3313844687730014,-0.19406186748890658
-0.13501209887736026,-0.01737818982694557,-0.2825247784849569,-0.10303780964385102,2.032676604125836,-0.2685533126764642
-0.13501209887736026,-0.01737818982694557,-0.2825247784849569,-0.10303780964385102,-0.2980878339434403,-0.2685533126764642
0.9543735535358088,-0.01737818952671577,0.41709899147922613,-0.10303780964385102,-0.06501139013651266,-0.11957042230134897
0.9557225023233082,-0.017378190123937362,-0.2825247784849569,-0.10303780964385102,-0.36468110360256245,-0.19406186748890658
-0.13501209887736026,-0.017378190123937362,-0.2825247784849569,-0.10303780964385102,-0.36468110360256245,-0.2685533126764642
-0.13501209887736026,-0.01737818982694557,-0.2825247784849569,-0.10303780964385102,-0.3313844687730014,-0.2685533126764642
-1.2243938669395555,-0.01737818982694557,-0.2825247784849569,-0.10303780964385102,-0.3313844687730014,-0.2685533126764642
0.9549761272001317,-0.01737818982694557,0.26162704259829656,-0.10303780964385102,-0.03171475530695157,0.25288680363643906
0.9552302587574072,-0.017378189602418822,0.5725709403601558,-0.10303780964385102,0.03487851435217061,0.4018696940115543
-0.13501209887736026,-0.01737818982694557,-0.2825247784849569,-0.10303780964385102,-0.2980878339434403,-0.2685533126764642
-0.13501209887736026,-0.01737818982694557,-0.2825247784849569,-0.10303780964385102,-0.2980878339434403,-0.2685533126764642
-0.13501209887736026,-0.01737818982694557,-0.2825247784849569,-0.10303780964385102,-0.3313844687730014,-0.2685533126764642
-0.13501209887736026,-0.01737818982694557,-0.2825247784849569,-0.10303780964385102,-0.3313844687730014,-0.2685533126764642
-0.13501209887736026,-0.01737818982694557,-0.2825247784849569,-0.10303780964385102,-0.3313844687730014,-0.2685533126764642
-0.13501209887736026,-0.01737818972998453,-0.20478880404449212,-0.10303780964385102,-0.19819792945475703,-0.2685533126764642
-0.13501209887736026,-0.01737818982694557,-0.2825247784849569,-0.10303780964385102,-0.3313844687730014,-0.2685533126764642
-0.13501209887736026,-0.01737818982694557,-0.2825247784849569,-0.10303780964385102,-0.2980878339434403,-0.2685533126764642
-0.13501209887736026,-0.01737818982694557,-0.2825247784849569,-0.10303780964385102,-0.3313844687730014,-0.2685533126764642
-0.13501209887736026,-0.01737818982694557,-0.2825247784849569,-0.10303780964385102,-0.3313844687730014,-0.2685533126764642
-0.13501209887736026,-0.01737818982694557,-0.2825247784849569,-0.10303780964385102,-0.2980878339434403,-0.2685533126764642
-0.13501209887736026,-0.01737818982694557,-0.2825247784849569,-0.10303780964385102,-0.2980878339434403,-0.2685533126764642
-0.13501209887736026,-0.01737818982694557,-0.2825247784849569,-0.10303780964385102,-0.3313844687730014,-0.2685533126764642
-0.13501209887736026,-0.01737818982694557,-0.2825247784849569,-0.10303780964385102,-0.2980878339434403,-0.2685533126764642
-0.13501209887736026,-0.01737818982694557,-0.2825247784849569,-0.10303780964385102,-0.3313844687730014,-0.2685533126764642
0.955528621003686,-0.017378189529858815,-0.04931685516356255,-0.10303780964385102,0.6342179412842702,-0.11957042230134897
-0.13501209887736026,-0.01737818982694557,-0.2825247784849569,-0.10303780964385102,-0.3313844687730014,-0.2685533126764642
-1.2243938669395555,-0.01737818982694557,-0.2825247784849569,-0.10303780964385102,-0.3313844687730014,-0.2685533126764642
0.9546803321263668,-0.017378189529919763,-0.12705282960402733,-0.10303780964385102,-0.2314945642843181,-0.19406186748890658
-0.13501209887736026,-0.01737818982694557,-0.2825247784849569,-0.10303780964385102,-0.3313844687730014,-0.2685533126764642
-0.13501209887736026,-0.01737818982694557,-0.2825247784849569,-0.10303780964385102,-0.3313844687730014,-0.2685533126764642
-0.13501209887736026,-0.01737818982694557,-0.2825247784849569,-0.10303780964385102,-0.3313844687730014,-0.2685533126764642
-0.1350120988772804,-0.01737818982694557,-0.20478880404449212,-0.10303780964385102,0.20136168849997607,-0.11957042230134897
-0.13501209887736026,-0.017378190123937362,-0.2825247784849569,-0.10303780964385102,-0.36468110360256245,-0.2685533126764642
-0.13501209887736026,-0.01737818982694557,-0.2825247784849569,-0.10303780964385102,-0.3313844687730014,-0.2685533126764642
0.9544206064449834,-0.01737818982694557,-0.04931685516356255,-0.10303780964385102,-0.16490129462519593,-0.11957042230134897
-0.13501209887736026,-0.01737818982694557,-0.2825247784849569,-0.10303780964385102,-0.3313844687730014,-0.2685533126764642
-0.13501209887736026,-0.01737818982694557,-0.2825247784849569,-0.10303780964385102,-0.3313844687730014,-0.2685533126764642
-0.13501209887736026,-0.01737818982694557,-0.2825247784849569,-0.10303780964385102,-0.2980878339434403,-0.2685533126764642
-0.13501209887736026,-0.01737818982694557,-0.2825247784849569,-0.10303780964385102,-0.3313844687730014,-0.2685533126764642
-0.1350120988773354,-0.01737818982694557,0.10615509371736702,-0.10303780964385102,0.03487851435217061,0.10390391326132384
-0.13501209887736026,-0.01737818982694557,-0.2825247784849569,-0.10303780964385102,-0.2980878339434403,-0.2685533126764642
-0.13501209887736026,-0.01737818982694557,-0.2825247784849569,-0.10303780964385102,-0.3313844687730014,-0.2685533126764642
0.954369669184835,-0.01737818982694557,-0.20478880404449212,-0.10303780964385102,-0.2980878339434403,-0.19406186748890658
0.12573897740456574,-0.017378189679570423,3.837481866859677,-0.10303780964385102,2.8983891096944245,2.562121604450725
-0.13501209887736026,-0.01737818982694557,-0.2825247784849569,-0.10303780964385102,-0.3313844687730014,-0.2685533126764642
7.200419227720926,-0.01737818982694557,-0.12705282960402733,-0.10303780964385102,-0.19819792945475703,0.9233098103244576
0.9556550275000313,-0.017378189826966595,1.6608745825266626,-0.10303780964385102,0.7008112109433924,0.8488183651368999
0.954369669184835,-0.017378189529953774,-0.20478880404449212,-0.10303780964385102,-0.3313844687730014,-0.19406186748890658
-0.13501209887736026,-0.017378189529902097,-0.20478880404449212,-0.10303780964385102,-0.3313844687730014,-0.2685533126764642
-0.13501209887736026,-0.01737818982694557,-0.2825247784849569,-0.10303780964385102,-0.3313844687730014,-0.2685533126764642
-0.1350120988903239,-0.017378189685149203,0.41709899147922613,-0.10303780964385102,1.6664136210006641,0.6253440295742271
-0.13501209887736026,-0.017378190123937362,-0.2825247784849569,-0.10303780964385102,-0.36468110360256245,-0.2685533126764642
